Path Count,Point Count,Width,Height,Elongation,Roundness,Complexity,Label
0.018604651162790697,0.056370605339677506,0.486,0.19854721549636803,0.11983400920770235,0.6500258814693913,0.1774569531234696,car
0.013953488372093023,0.03740417657943431,0.452,0.1162227602905569,0.19177972362857756,0.5090477388252478,0.14117808380183744,fish
0.03255813953488372,0.035752048638646575,0.318,0.3486682808716707,0.0038145072318882204,0.8680547451438534,0.13183412015906287,house
0.009302325581395349,0.03601638910917261,0.296,0.6053268765133172,0.06280754547964038,0.7935866507746455,0.08215635957609356,tree
0.018604651162790697,0.03674332540311922,0.394,0.2857142857142857,0.03588463049407669,0.7973030140684445,0.10180414895492566,bicycle
0.023255813953488372,0.07824477927570711,0.426,0.4745762711864407,0.13627753151133715,0.5703096975301845,0.1965170718329448,guitar
0.018604651162790697,0.032844303462860165,0.162,0.5956416464891041,0.7944669125620316,0.07119655548242695,0.07132363023761484,pencil
0.009302325581395349,0.03687549563838224,0.444,0.4794188861985472,0.0071543381406403836,0.970546248294593,0.10139277948637583,clock
0.027906976744186046,0.04526830557758393,0.49,0.22276029055690072,0.10109273405206384,0.7039463304236333,0.16834805774843778,car
0.009302325581395349,0.021874173936029605,0.382,0.13075060532687652,0.13443661039658014,0.60666630765829,0.12544809888538463,fish
0.027906976744186046,0.02808617499339149,0.36,0.37530266343825663,0.0044008399895971145,0.8225210342582443,0.14636917471449,house
0.009302325581395349,0.0323817076394396,0.438,0.6513317191283293,0.019566301428200525,0.8770313251326236,0.09034457090246625,tree
0.023255813953488372,0.03106000528680941,0.462,0.29782082324455206,0.05689637317238855,0.7934409594403907,0.11535975239475797,bicycle
0.023255813953488372,0.06634945810203542,0.452,0.5108958837772397,0.14558372730798308,0.5527134824870596,0.20127720425473564,guitar
0.018604651162790697,0.021609833465503568,0.324,0.48426150121065376,0.4399552655761685,0.20154228938194826,0.06748418186448314,pencil
0.013953488372093023,0.0225350251123447,0.378,0.43825665859564167,0.00039033254149836483,0.9770375380422296,0.09657387999764931,clock
0.027906976744186046,0.04150145387258789,0.478,0.2711864406779661,0.07183987215913225,0.7888299796924597,0.15261807283198495,car
0.046511627906976744,0.02359238699444885,0.288,0.13559322033898305,0.08146331001098195,0.7029523706637737,0.14717232462927776,fish
0.05116279069767442,0.033571239756806766,0.426,0.39709443099273606,0.016966177623965354,0.8048758654901288,0.16564477266939606,house
0.05581395348837209,0.019957705524715832,0.61,0.7094430992736077,0.0028297299390770275,0.8178074301311868,0.18219749652294853,tree
0.037209302325581395,0.02491408934707904,0.288,0.28329297820823246,0.013351801913929219,0.817670973515388,0.12180454073537189,bicycle
0.07441860465116279,0.03680941052075073,0.154,0.45278450363196127,0.12198530622773075,0.6597783535418869,0.19265803443750124,guitar
0.04186046511627907,0.024187153053132435,0.036,0.5254237288135594,0.48245102129198064,0.1773455017134434,0.1873102313463535,pencil
0.018604651162790697,0.010177108115252445,0.222,0.25907990314769974,0.00459049070168004,0.9568721640881377,0.11984563850418226,clock
0.08372093023255814,0.050819455458630716,0.466,0.29782082324455206,0.058085046364040556,0.7882950027972557,0.2059785696095908,car
0.10697674418604651,0.039915411049431665,0.444,0.17675544794188863,0.117782844397132,0.5404288882086894,0.2277615624204196,fish
0.07441860465116279,0.038461538461538464,0.484,0.5738498789346247,0.0024226101606459483,0.867020416544043,0.13657466355854178,house
0.018604651162790697,0.022336769759450172,0.47,0.5472154963680388,0.0005807299104737652,0.9189210283867916,0.09900291876432447,tree
0.12093023255813953,0.06112873380914618,0.438,0.3704600484261501,0.030745091933024667,0.7525782556480232,0.25410879742992026,bicycle
